Date,Customer_ID,Order_ID,User_Name,User_Email,Phone_Number,City,Product Name,Region,State,Rating,Brand,Product_Category,Product_ID,Revenue,Net_Profit,Units_Sold,Unit_Price,Discount_Percent
4/15/2025,CUST100277,ORD200277,Sanya,sanya277@gmail.com,9189670000,Hyderabad,Serum,South,Telangana,4,Huda Beauty,Haircare,P100277,176875.4,3130.41,455,1404.18,18.5
4/16/2025,CUST100278,ORD200278,Kavya,kavya278@gmail.com,9172960000,Hyderabad,Shampoo,South,Telangana,5,Huda Beauty,Skincare,P100278,183880.24,14901.07,426,1154.09,8.67
4/17/2025,CUST100279,ORD200279,Aditya,aditya279@gmail.com,9178360000,Ahmedabad,Perfume,East,Gujarat,5,Nykaa Cosmetics,Beauty,P100279,102799.68,12296.06,48,4144.35,4.92
4/18/2025,CUST100280,ORD200280,Sanya,sanya280@gmail.com,9173200000,Mumbai,Aftershave,South,Maharashtra,4,MAC,Beauty,P100280,126182.88,6350.03,202,4936.7,16.37
4/19/2025,CUST100281,ORD200281,Diya,diya281@gmail.com,9161600000,Coimbatore,Toner,South,Tamil Nadu,5,Lakme,Beauty,P100281,84332.15,20666.43,498,2828.71,6.81
4/20/2025,CUST100282,ORD200282,Vikram,vikram282@gmail.com,9162270000,Mumbai,Serum,South,Maharashtra,4,The Body Shop,Fashion,P100282,84279.66,38810.24,337,1462.44,7.82
4/21/2025,CUST100283,ORD200283,Shreya,shreya283@gmail.com,9162120000,Hyderabad,Face Wash,North,Telangana,2,MAC,Haircare,P100283,8647.35,6511.8,414,2052.97,34.19
4/22/2025,CUST100284,ORD200284,Aditya,aditya284@gmail.com,9187530000,Hyderabad,Deodorant,East,Telangana,4,Minimalist,Fashion,P100284,87330.47,10098.6,405,933.64,0.99
4/23/2025,CUST100285,ORD200285,Neha,neha285@gmail.com,9186090000,Mumbai,Body Lotion,West,Maharashtra,2,Nykaa Cosmetics,Skincare,P100285,135024.47,18537.91,60,3833.25,5.88
4/24/2025,CUST100286,ORD200286,Vikram,vikram286@gmail.com,9167730000,Bangalore,Toner,North,Karnataka,5,Huda Beauty,Beauty,P100286,84974.45,25669.55,397,3890.02,42.22
4/25/2025,CUST100287,ORD200287,Arjun,arjun287@gmail.com,9172320000,Chandigarh,Serum,East,Punjab,4,The Body Shop,Haircare,P100287,174609.53,24049.97,257,4388.09,42.25
4/26/2025,CUST100288,ORD200288,Harshita,harshita288@gmail.com,9177680000,Nagpur,Deodorant,North,Maharashtra,5,Huda Beauty,Haircare,P100288,67180.03,20895.85,65,230.35,16.46
4/27/2025,CUST100289,ORD200289,Sneha,sneha289@gmail.com,9191490000,Pune,Perfume,West,Maharashtra,5,L'Oreal,Wellness,P100289,27403.73,29517,239,2853.71,4.4
4/28/2025,CUST100290,ORD200290,Diya,diya290@gmail.com,9173410000,Hyderabad,Body Wash,North,Telangana,3,Nykaa Cosmetics,Skincare,P100290,162500.18,33853.23,289,1149.85,35.25
4/29/2025,CUST100291,ORD200291,Harshita,harshita291@gmail.com,9169960000,Indore,Aftershave,North,Madhya Pradesh,3,Nykaa Cosmetics,Haircare,P100291,135115.64,39958.78,38,1770.33,18.01
4/30/2025,CUST100292,ORD200292,Sanya,sanya292@gmail.com,9175560000,Ahmedabad,Face Cream,West,Gujarat,2,Lakme,Beauty,P100292,49122.08,18673.87,25,3946.28,2.27
1/5/2025,CUST100293,ORD200293,Shreya,shreya293@gmail.com,9193720000,Pune,Moisturizer,South,Maharashtra,4,Lakme,Beauty,P100293,107753.8,39798.77,410,1040.96,7.89
2/5/2025,CUST100294,ORD200294,Shreya,shreya294@gmail.com,9164400000,Ahmedabad,Soap,East,Gujarat,4,L'Oreal,Haircare,P100294,80968.62,29246.93,461,3227.87,6.86
3/5/2025,CUST100295,ORD200295,Ishita,ishita295@gmail.com,9198130000,Kolkata,Body Lotion,West,West Bengal,1,The Body Shop,Fashion,P100295,187833.1,26327.94,59,3307.37,29.46
4/5/2025,CUST100296,ORD200296,Aditya,aditya296@gmail.com,9191410000,Chandigarh,Shampoo,North,Punjab,4,Minimalist,Skincare,P100296,121859.09,25623.35,476,4775.06,44.91
5/5/2025,CUST100297,ORD200297,Rahul,rahul297@gmail.com,9197120000,Bangalore,Toner,South,Karnataka,4,Maybelline,Beauty,P100297,32519.46,36438.7,417,3898.29,39.65
6/5/2025,CUST100298,ORD200298,Vivaan,vivaan298@gmail.com,9191170000,Lucknow,Face Mask,North,Uttar Pradesh,1,MAC,Haircare,P100298,100927.54,37922.58,357,4037.81,27.33
7/5/2025,CUST100299,ORD200299,Ishita,ishita299@gmail.com,9194870000,Ahmedabad,Deodorant,South,Gujarat,4,Maybelline,Beauty,P100299,172648.81,7221.88,383,2704.84,21.11
8/5/2025,CUST100300,ORD200300,Rahul,rahul300@gmail.com,9176350000,Kolkata,Body Wash,North,West Bengal,5,Maybelline,Haircare,P100300,134627.84,19787.61,297,1015.23,30.93
9/5/2025,CUST100301,ORD200301,Sanya,sanya301@gmail.com,9178520000,Bangalore,Toothpaste,East,Karnataka,1,Nykaa Cosmetics,Skincare,P100301,168647.96,37663.85,158,2185.26,22.19
10/5/2025,CUST100302,ORD200302,Rahul,rahul302@gmail.com,9175600000,Jaipur,Shaving Cream,East,Rajasthan,3,MAC,Haircare,P100302,50829.46,15346.3,57,2792.5,12.3
11/5/2025,CUST100303,ORD200303,Harshita,harshita303@gmail.com,9180640000,Coimbatore,Moisturizer,North,Tamil Nadu,2,Nykaa Cosmetics,Wellness,P100303,177781.92,9383.79,433,3424.25,33.96
12/5/2025,CUST100304,ORD200304,Meera,meera304@gmail.com,9179160000,Bangalore,Body Lotion,West,Karnataka,2,Minimalist,Haircare,P100304,151366.66,4195.86,48,3077.77,43.66
5/13/2025,CUST100305,ORD200305,Kavya,kavya305@gmail.com,9182450000,Ahmedabad,Hand Sanitizer,North,Gujarat,3,MAC,Haircare,P100305,146053.84,23928.98,328,2030.49,18.64
5/14/2025,CUST100306,ORD200306,Shreya,shreya306@gmail.com,9186010000,Bangalore,Face Wash,North,Karnataka,4,Huda Beauty,Skincare,P100306,69961.67,28040.89,433,1400.03,42.08
5/15/2025,CUST100307,ORD200307,Sneha,sneha307@gmail.com,9164200000,Indore,Toner,West,Madhya Pradesh,1,Nykaa Cosmetics,Haircare,P100307,177643.95,7902.36,431,924.33,21.55
5/16/2025,CUST100308,ORD200308,Vikram,vikram308@gmail.com,9181230000,Delhi,Body Lotion,West,Delhi,4,Nykaa Cosmetics,Skincare,P100308,127957.9,26978.16,56,3499.84,20.07
5/17/2025,CUST100309,ORD200309,Rohan,rohan309@gmail.com,9188620000,Jaipur,Hair Oil,North,Rajasthan,4,Nykaa Cosmetics,Wellness,P100309,170516.06,35994.81,65,3262.45,1.42
5/18/2025,CUST100310,ORD200310,Harshita,harshita310@gmail.com,9179620000,Chennai,Toothpaste,South,Tamil Nadu,4,The Body Shop,Skincare,P100310,72833.32,9818.82,268,3468.13,34.76
5/19/2025,CUST100311,ORD200311,Arjun,arjun311@gmail.com,9188520000,Mumbai,Moisturizer,East,Maharashtra,3,L'Oreal,Beauty,P100311,29984.77,4967.8,69,1925.38,40.38
5/20/2025,CUST100312,ORD200312,Vikram,vikram312@gmail.com,9164770000,Ahmedabad,Perfume,South,Gujarat,1,Nykaa Cosmetics,Skincare,P100312,67135.1,33433.42,216,1385.8,33.18
5/21/2025,CUST100313,ORD200313,Vivaan,vivaan313@gmail.com,9167270000,Ahmedabad,Sunscreen,West,Gujarat,3,Minimalist,Wellness,P100313,91597.61,36666.21,390,3822.63,7.57
5/22/2025,CUST100314,ORD200314,Rahul,rahul314@gmail.com,9176690000,Chennai,Hair Oil,East,Tamil Nadu,5,Lakme,Accessories,P100314,107148.07,8672.99,89,3890.87,5.16
5/23/2025,CUST100315,ORD200315,Ishita,ishita315@gmail.com,9179470000,Chandigarh,Perfume,North,Punjab,3,Lakme,Haircare,P100315,102651.03,28883.08,449,2332.52,28.64
5/24/2025,CUST100316,ORD200316,Sanya,sanya316@gmail.com,9199140000,Lucknow,Face Mask,East,Uttar Pradesh,2,MAC,Skincare,P100316,109664.86,23677.69,281,3098.33,20.08
5/25/2025,CUST100317,ORD200317,Priya,priya317@gmail.com,9161810000,Chandigarh,Hand Sanitizer,North,Punjab,1,Huda Beauty,Haircare,P100317,168499.45,9643.94,257,1930.25,21.45
5/26/2025,CUST100318,ORD200318,Ishita,ishita318@gmail.com,9193140000,Delhi,Toothpaste,North,Delhi,3,L'Oreal,Fashion,P100318,34850.15,32963.94,160,3539.54,48.39
5/27/2025,CUST100319,ORD200319,Meera,meera319@gmail.com,9162370000,Chennai,Deodorant,West,Tamil Nadu,4,The Body Shop,Beauty,P100319,63894.21,18870.45,490,4195.04,36.2
5/28/2025,CUST100320,ORD200320,Harshita,harshita320@gmail.com,9196270000,Pune,Sunscreen,South,Maharashtra,2,MAC,Beauty,P100320,177833.09,28043.32,234,3472.34,20.59
5/29/2025,CUST100321,ORD200321,Sanya,sanya321@gmail.com,9187030000,Indore,Aftershave,West,Madhya Pradesh,5,Lakme,Fashion,P100321,112531.18,12126.77,131,2611.65,0.95
5/30/2025,CUST100322,ORD200322,Sanya,sanya322@gmail.com,9192290000,Nagpur,Body Wash,West,Maharashtra,3,L'Oreal,Fashion,P100322,117094.58,32649.69,49,2347.42,1.7
5/31/2025,CUST100323,ORD200323,Ishita,ishita323@gmail.com,9175790000,Nagpur,Shaving Cream,East,Maharashtra,4,L'Oreal,Skincare,P100323,96134.45,10645.01,147,3247.37,34.24
1/6/2025,CUST100324,ORD200324,Neha,neha324@gmail.com,9165220000,Kolkata,Face Cream,South,West Bengal,4,Huda Beauty,Fashion,P100324,110245.95,14655.01,316,3431.07,41.89
2/6/2025,CUST100325,ORD200325,Diya,diya325@gmail.com,9169370000,Coimbatore,Sunscreen,South,Tamil Nadu,5,Minimalist,Accessories,P100325,40417.87,15719.62,491,2837.77,35.39
3/6/2025,CUST100326,ORD200326,Amit,amit326@gmail.com,9164960000,Chennai,Body Wash,South,Tamil Nadu,4,L'Oreal,Haircare,P100326,109826.51,8336.43,413,3162.22,20.29
4/6/2025,CUST100327,ORD200327,Neha,neha327@gmail.com,9179100000,Ahmedabad,Face Cream,South,Gujarat,5,Nykaa Cosmetics,Haircare,P100327,199437.45,34987.34,434,573.28,1.56
5/6/2025,CUST100328,ORD200328,Ishita,ishita328@gmail.com,9162570000,Hyderabad,Face Mask,East,Telangana,5,L'Oreal,Wellness,P100328,113643.47,4628.16,2,4763.65,48.37
6/6/2025,CUST100329,ORD200329,Vikram,vikram329@gmail.com,9177470000,Delhi,Soap,East,Delhi,2,Huda Beauty,Fashion,P100329,9836.09,22568.85,329,3974.79,49.32
7/6/2025,CUST100330,ORD200330,Ananya,ananya330@gmail.com,9195720000,Mumbai,Toothpaste,West,Maharashtra,3,MAC,Fashion,P100330,159490.69,32584.62,440,1932.25,27.47
8/6/2025,CUST100331,ORD200331,Sneha,sneha331@gmail.com,9195260000,Ahmedabad,Hair Oil,West,Gujarat,4,Huda Beauty,Accessories,P100331,79898.61,23278.11,145,2857.78,3.53
9/6/2025,CUST100332,ORD200332,Harshita,harshita332@gmail.com,9191410000,Hyderabad,Shaving Cream,South,Telangana,3,The Body Shop,Beauty,P100332,31581.55,13143.17,444,331.89,27.05
10/6/2025,CUST100333,ORD200333,Sanya,sanya333@gmail.com,9191540000,Chennai,Hand Sanitizer,West,Tamil Nadu,4,Huda Beauty,Beauty,P100333,172641.44,31276.07,366,302.02,44.62
11/6/2025,CUST100334,ORD200334,Diya,diya334@gmail.com,9174570000,Delhi,Face Mask,East,Delhi,3,Lakme,Haircare,P100334,40396.68,20017.18,420,1328.91,34
12/6/2025,CUST100335,ORD200335,Harshita,harshita335@gmail.com,9171440000,Patna,Perfume,West,Bihar,5,Nykaa Cosmetics,Haircare,P100335,184232.71,6604.21,61,3479.54,36
6/13/2025,CUST100336,ORD200336,Amit,amit336@gmail.com,9173190000,Indore,Face Wash,North,Madhya Pradesh,4,Minimalist,Skincare,P100336,88917.5,12742.84,273,4275.52,4.25
6/14/2025,CUST100337,ORD200337,Aarav,aarav337@gmail.com,9188150000,Indore,Face Mask,West,Madhya Pradesh,5,Lakme,Accessories,P100337,148815.38,23718.4,49,2840.01,5.33
6/15/2025,CUST100338,ORD200338,Aditya,aditya338@gmail.com,9167110000,Jaipur,Conditioner,East,Rajasthan,2,MAC,Wellness,P100338,109852.17,26385.18,332,2707.45,6.37
6/16/2025,CUST100339,ORD200339,Sneha,sneha339@gmail.com,9180800000,Hyderabad,Lip Balm,South,Telangana,3,Maybelline,Wellness,P100339,52068.73,21970.47,444,2071.32,45.22
6/17/2025,CUST100340,ORD200340,Rahul,rahul340@gmail.com,9191860000,Kolkata,Hair Oil,North,West Bengal,1,MAC,Accessories,P100340,134546.94,10953.18,404,891.83,26.29
6/18/2025,CUST100341,ORD200341,Rahul,rahul341@gmail.com,9170840000,Lucknow,Deodorant,North,Uttar Pradesh,5,Nykaa Cosmetics,Wellness,P100341,191624.6,23790.73,434,679.94,39.58
6/19/2025,CUST100342,ORD200342,Rohan,rohan342@gmail.com,9199420000,Bangalore,Perfume,North,Karnataka,5,L'Oreal,Beauty,P100342,154157.76,13364.82,131,3827.33,5.76
6/20/2025,CUST100343,ORD200343,Ananya,ananya343@gmail.com,9175410000,Ahmedabad,Hand Sanitizer,West,Gujarat,4,Huda Beauty,Wellness,P100343,121199.58,9074.35,43,4644.77,46.38
6/21/2025,CUST100344,ORD200344,Meera,meera344@gmail.com,9183690000,Patna,Body Lotion,West,Bihar,5,Maybelline,Wellness,P100344,198134.99,37826.59,57,2345.59,41.06
6/22/2025,CUST100345,ORD200345,Neha,neha345@gmail.com,9178600000,Pune,Body Wash,North,Maharashtra,5,Nykaa Cosmetics,Accessories,P100345,53800.01,12663.45,50,3331.28,11.24
6/23/2025,CUST100346,ORD200346,Sanya,sanya346@gmail.com,9168660000,Bangalore,Face Mask,North,Karnataka,3,Lakme,Accessories,P100346,13405.96,13491.26,452,4580.84,43.71
6/24/2025,CUST100347,ORD200347,Kavya,kavya347@gmail.com,9182010000,Patna,Hair Oil,South,Bihar,3,Huda Beauty,Wellness,P100347,7394.04,35881.38,465,541.56,13.17
6/25/2025,CUST100348,ORD200348,Amit,amit348@gmail.com,9189570000,Coimbatore,Face Mask,South,Tamil Nadu,4,MAC,Fashion,P100348,142426.89,5793.45,178,3875.36,10.27
6/26/2025,CUST100349,ORD200349,Shreya,shreya349@gmail.com,9161250000,Hyderabad,Hair Oil,North,Telangana,3,Lakme,Accessories,P100349,166216.24,23425.34,293,3122.4,13.21
6/27/2025,CUST100350,ORD200350,Arjun,arjun350@gmail.com,9191430000,Pune,Face Wash,South,Maharashtra,2,Nykaa Cosmetics,Skincare,P100350,127385.01,31370.05,46,3033.32,45.5
6/28/2025,CUST100351,ORD200351,Akshay,akshay351@gmail.com,9194760000,Delhi,Body Lotion,East,Delhi,4,Nykaa Cosmetics,Skincare,P100351,181100.29,11019.25,170,1533.45,45.78
6/29/2025,CUST100352,ORD200352,Akshay,akshay352@gmail.com,9161520000,Pune,Toothpaste,West,Maharashtra,4,MAC,Beauty,P100352,139897.23,33778.83,271,3451.08,16.45
6/30/2025,CUST100353,ORD200353,Rahul,rahul353@gmail.com,9189240000,Ahmedabad,Sunscreen,South,Gujarat,4,Maybelline,Wellness,P100353,74819.97,30808.99,417,3994.51,35.27
1/7/2025,CUST100354,ORD200354,Akshay,akshay354@gmail.com,9182880000,Kolkata,Hair Oil,East,West Bengal,4,MAC,Fashion,P100354,37070.4,19495.15,336,653.01,33.79
2/7/2025,CUST100355,ORD200355,Rahul,rahul355@gmail.com,9181990000,Nagpur,Hair Oil,West,Maharashtra,1,L'Oreal,Beauty,P100355,185004.85,4836.76,139,2714.26,40.33
3/7/2025,CUST100356,ORD200356,Aarav,aarav356@gmail.com,9182880000,Nagpur,Shampoo,South,Maharashtra,1,Lakme,Wellness,P100356,21615.83,38807.28,247,596.2,14.83
4/7/2025,CUST100357,ORD200357,Neha,neha357@gmail.com,9169680000,Delhi,Body Lotion,West,Delhi,2,Maybelline,Accessories,P100357,109054.69,25006.79,148,4375.61,25.51
5/7/2025,CUST100358,ORD200358,Neha,neha358@gmail.com,9168520000,Bangalore,Perfume,East,Karnataka,4,Huda Beauty,Skincare,P100358,63487.58,20732.23,230,2587.42,33.38
6/7/2025,CUST100359,ORD200359,Vivaan,vivaan359@gmail.com,9192500000,Delhi,Serum,East,Delhi,3,The Body Shop,Haircare,P100359,55011.59,35429.44,280,4059.03,1.31
7/7/2025,CUST100360,ORD200360,Sanya,sanya360@gmail.com,9194200000,Nagpur,Hair Oil,West,Maharashtra,4,L'Oreal,Fashion,P100360,129521.14,16912.11,125,1903.62,18.84
8/7/2025,CUST100361,ORD200361,Sneha,sneha361@gmail.com,9172610000,Mumbai,Hand Sanitizer,North,Maharashtra,4,Maybelline,Haircare,P100361,47016.15,22589.29,192,712.88,34.79
9/7/2025,CUST100362,ORD200362,Vivaan,vivaan362@gmail.com,9189460000,Indore,Conditioner,South,Madhya Pradesh,5,The Body Shop,Skincare,P100362,183356.66,34350.68,374,303.35,12.63
10/7/2025,CUST100363,ORD200363,Neha,neha363@gmail.com,9160830000,Lucknow,Toner,North,Uttar Pradesh,5,The Body Shop,Haircare,P100363,81802.74,15779.59,80,1479.4,47.89
11/7/2025,CUST100364,ORD200364,Amit,amit364@gmail.com,9168440000,Pune,Toothpaste,East,Maharashtra,5,Lakme,Accessories,P100364,135797.69,30918.42,94,1296.75,1.51
12/7/2025,CUST100365,ORD200365,Aarav,aarav365@gmail.com,9178580000,Lucknow,Body Lotion,West,Uttar Pradesh,4,Nykaa Cosmetics,Wellness,P100365,145823.39,10319.9,226,2845.72,47.9
7/13/2025,CUST100366,ORD200366,Ishita,ishita366@gmail.com,9195990000,Chandigarh,Face Wash,South,Punjab,5,Huda Beauty,Accessories,P100366,136905.4,28124.37,65,206.52,10.84
7/14/2025,CUST100367,ORD200367,Priya,priya367@gmail.com,9167130000,Bangalore,Lip Balm,South,Karnataka,5,MAC,Haircare,P100367,180776.65,20466.35,88,2650.8,2.44
7/15/2025,CUST100368,ORD200368,Arjun,arjun368@gmail.com,9190740000,Chandigarh,Perfume,North,Punjab,4,Lakme,Accessories,P100368,46995.04,6679.78,88,2019.68,14.62
7/16/2025,CUST100369,ORD200369,Ananya,ananya369@gmail.com,9164410000,Chandigarh,Body Wash,South,Punjab,5,L'Oreal,Skincare,P100369,18124.85,5526.7,201,2927.9,39.31
7/17/2025,CUST100370,ORD200370,Sanya,sanya370@gmail.com,9187030000,Delhi,Conditioner,South,Delhi,5,Minimalist,Fashion,P100370,12037.67,18361.76,214,3541.85,37.62
7/18/2025,CUST100371,ORD200371,Akshay,akshay371@gmail.com,9164550000,Patna,Body Wash,South,Bihar,5,The Body Shop,Accessories,P100371,175690.99,28462.8,204,3207.05,10.44
7/19/2025,CUST100372,ORD200372,Ishita,ishita372@gmail.com,9191280000,Mumbai,Lip Balm,East,Maharashtra,5,L'Oreal,Skincare,P100372,194684.12,24171.51,401,4924.76,9.84
7/20/2025,CUST100373,ORD200373,Ananya,ananya373@gmail.com,9169740000,Patna,Deodorant,North,Bihar,5,The Body Shop,Fashion,P100373,61202.78,34203.53,382,777.5,32.13
7/21/2025,CUST100374,ORD200374,Rohan,rohan374@gmail.com,9199530000,Kolkata,Shaving Cream,East,West Bengal,4,Nykaa Cosmetics,Wellness,P100374,139009.27,15647.5,89,2205.71,22.9
7/22/2025,CUST100375,ORD200375,Amit,amit375@gmail.com,9184680000,Chennai,Body Wash,West,Tamil Nadu,1,Minimalist,Haircare,P100375,2773.64,33761.32,476,2181.67,39.61
7/23/2025,CUST100376,ORD200376,Vivaan,vivaan376@gmail.com,9183560000,Pune,Lip Balm,West,Maharashtra,4,Nykaa Cosmetics,Wellness,P100376,38537.67,1577.44,61,2143.56,1.21
7/24/2025,CUST100377,ORD200377,Rohan,rohan377@gmail.com,9167870000,Coimbatore,Body Wash,North,Tamil Nadu,5,Huda Beauty,Beauty,P100377,138165.6,14695.6,271,3352.61,30.52
7/25/2025,CUST100378,ORD200378,Akshay,akshay378@gmail.com,9197080000,Indore,Face Wash,West,Madhya Pradesh,2,MAC,Skincare,P100378,14111.54,3012.02,94,2500.16,36.53
7/26/2025,CUST100379,ORD200379,Priya,priya379@gmail.com,9181020000,Chandigarh,Soap,East,Punjab,5,Huda Beauty,Fashion,P100379,94233.5,36777.84,307,2635.42,49.67
7/27/2025,CUST100380,ORD200380,Rohan,rohan380@gmail.com,9189790000,Jaipur,Body Lotion,East,Rajasthan,4,Nykaa Cosmetics,Accessories,P100380,132854.07,19064.96,27,2218.54,33.94
7/28/2025,CUST100381,ORD200381,Diya,diya381@gmail.com,9160210000,Mumbai,Hand Sanitizer,East,Maharashtra,4,Nykaa Cosmetics,Wellness,P100381,153425.68,12714.64,214,4959.33,11.59
7/29/2025,CUST100382,ORD200382,Akshay,akshay382@gmail.com,9167610000,Coimbatore,Moisturizer,East,Tamil Nadu,5,L'Oreal,Fashion,P100382,91309.37,19750.26,74,4645.05,5.41
7/30/2025,CUST100383,ORD200383,Ishita,ishita383@gmail.com,9191630000,Chandigarh,Face Cream,North,Punjab,3,Nykaa Cosmetics,Skincare,P100383,126426.52,21360.56,61,1607.85,32.05
7/31/2025,CUST100384,ORD200384,Neha,neha384@gmail.com,9162880000,Kolkata,Aftershave,South,West Bengal,4,Minimalist,Beauty,P100384,108375.55,33864.68,186,646.81,26.16
1/8/2025,CUST100385,ORD200385,Diya,diya385@gmail.com,9160590000,Pune,Conditioner,West,Maharashtra,3,Minimalist,Wellness,P100385,11408.85,21742.87,31,4214.85,44.96
2/8/2025,CUST100386,ORD200386,Aditya,aditya386@gmail.com,9176910000,Nagpur,Toothpaste,North,Maharashtra,4,Maybelline,Haircare,P100386,148818.13,17312.12,219,4986.13,36.33
3/8/2025,CUST100387,ORD200387,Priya,priya387@gmail.com,9170800000,Jaipur,Shaving Cream,South,Rajasthan,2,The Body Shop,Fashion,P100387,35300.02,38458.04,12,1533.78,25.49
4/8/2025,CUST100388,ORD200388,Ishita,ishita388@gmail.com,9173880000,Pune,Conditioner,North,Maharashtra,5,Lakme,Haircare,P100388,7329.3,38745.47,302,1853.15,20.18
5/8/2025,CUST100389,ORD200389,Meera,meera389@gmail.com,9174270000,Lucknow,Shaving Cream,West,Uttar Pradesh,3,Nykaa Cosmetics,Fashion,P100389,90782.42,1632.83,415,4714,20.22
6/8/2025,CUST100390,ORD200390,Aarav,aarav390@gmail.com,9185020000,Hyderabad,Deodorant,North,Telangana,2,Huda Beauty,Fashion,P100390,173261.88,28303.15,32,3584.53,11.32
7/8/2025,CUST100391,ORD200391,Arjun,arjun391@gmail.com,9187660000,Coimbatore,Face Wash,West,Tamil Nadu,3,MAC,Skincare,P100391,31015.06,14933.15,160,1548.63,0.87
8/8/2025,CUST100392,ORD200392,Sneha,sneha392@gmail.com,9169890000,Chennai,Perfume,North,Tamil Nadu,4,The Body Shop,Skincare,P100392,3558.65,27040.47,489,2947.13,28.75
9/8/2025,CUST100393,ORD200393,Rohan,rohan393@gmail.com,9190060000,Nagpur,Face Cream,North,Maharashtra,3,The Body Shop,Skincare,P100393,22885.87,25513.2,237,4726.72,10.62
10/8/2025,CUST100394,ORD200394,Rahul,rahul394@gmail.com,9179720000,Nagpur,Moisturizer,East,Maharashtra,5,MAC,Accessories,P100394,73368.16,13271.17,227,4077.88,10.42
11/8/2025,CUST100395,ORD200395,Sanya,sanya395@gmail.com,9171590000,Delhi,Deodorant,North,Delhi,4,MAC,Fashion,P100395,116454.2,39467.68,181,3734.98,6.27
12/8/2025,CUST100396,ORD200396,Neha,neha396@gmail.com,9194740000,Indore,Sunscreen,North,Madhya Pradesh,4,The Body Shop,Wellness,P100396,39409.41,14348.67,317,3711.28,9.48
8/13/2025,CUST100397,ORD200397,Sanya,sanya397@gmail.com,9161130000,Jaipur,Aftershave,South,Rajasthan,3,Maybelline,Haircare,P100397,160590.84,25316.07,46,972.3,1.59
8/14/2025,CUST100398,ORD200398,Diya,diya398@gmail.com,9168210000,Pune,Perfume,East,Maharashtra,4,Huda Beauty,Skincare,P100398,150906.13,32554.12,341,4140.94,33.71
8/15/2025,CUST100399,ORD200399,Sneha,sneha399@gmail.com,9195230000,Kolkata,Toothpaste,West,West Bengal,5,Maybelline,Skincare,P100399,139476.86,5904.05,458,1452.98,20.07
8/16/2025,CUST100400,ORD200400,Sneha,sneha400@gmail.com,9160270000,Chennai,Face Cream,East,Tamil Nadu,5,Nykaa Cosmetics,Haircare,P100400,98006.49,12092.68,80,4658.8,28.08
8/17/2025,CUST100401,ORD200401,Amit,amit401@gmail.com,9168040000,Delhi,Face Mask,North,Delhi,5,Lakme,Haircare,P100401,73678.17,8039.01,135,1886.74,31.85
8/18/2025,CUST100402,ORD200402,Sneha,sneha402@gmail.com,9168970000,Chandigarh,Moisturizer,West,Punjab,2,MAC,Fashion,P100402,75741.74,31294.71,260,4302.54,48.62
8/19/2025,CUST100403,ORD200403,Neha,neha403@gmail.com,9162270000,Ahmedabad,Aftershave,North,Gujarat,4,Minimalist,Skincare,P100403,101111.04,32068.22,475,1404.54,3.41
8/20/2025,CUST100404,ORD200404,Harshita,harshita404@gmail.com,9184770000,Patna,Face Wash,East,Bihar,4,Huda Beauty,Haircare,P100404,16385.62,10312.16,308,2621.18,20.9
8/21/2025,CUST100405,ORD200405,Akshay,akshay405@gmail.com,9195450000,Lucknow,Conditioner,East,Uttar Pradesh,1,MAC,Accessories,P100405,136778.79,264.79,247,623.74,12.29
8/22/2025,CUST100406,ORD200406,Diya,diya406@gmail.com,9176370000,Hyderabad,Face Mask,North,Telangana,2,Maybelline,Accessories,P100406,70950,16991.68,473,3334.58,23.84
8/23/2025,CUST100407,ORD200407,Aditya,aditya407@gmail.com,9164380000,Patna,Face Cream,North,Bihar,4,L'Oreal,Skincare,P100407,45727,27516.79,159,4196.79,46.02
8/24/2025,CUST100408,ORD200408,Neha,neha408@gmail.com,9193110000,Patna,Deodorant,North,Bihar,4,Nykaa Cosmetics,Haircare,P100408,56387.09,24937.84,203,3620.39,36.2
8/25/2025,CUST100409,ORD200409,Ananya,ananya409@gmail.com,9173950000,Nagpur,Face Cream,South,Maharashtra,5,Lakme,Fashion,P100409,36878.56,17883.42,112,2663.97,33.1
8/26/2025,CUST100410,ORD200410,Aarav,aarav410@gmail.com,9189850000,Ahmedabad,Hand Sanitizer,East,Gujarat,5,Nykaa Cosmetics,Fashion,P100410,180412.05,12147.47,468,321.07,22.06
8/27/2025,CUST100411,ORD200411,Kavya,kavya411@gmail.com,9172340000,Indore,Body Lotion,South,Madhya Pradesh,4,L'Oreal,Fashion,P100411,34638.47,19028.05,292,4673.86,33.56
8/28/2025,CUST100412,ORD200412,Priya,priya412@gmail.com,9184960000,Chennai,Shampoo,East,Tamil Nadu,5,Lakme,Beauty,P100412,176702.3,702.6,438,3556.9,1.62
8/29/2025,CUST100413,ORD200413,Ananya,ananya413@gmail.com,9199900000,Kolkata,Soap,East,West Bengal,2,L'Oreal,Skincare,P100413,114876.44,3047.44,310,3754.73,29.31
8/30/2025,CUST100414,ORD200414,Shreya,shreya414@gmail.com,9173090000,Hyderabad,Sunscreen,West,Telangana,4,Nykaa Cosmetics,Fashion,P100414,173622.74,6590.8,119,3993.93,27.69
8/31/2025,CUST100415,ORD200415,Sneha,sneha415@gmail.com,9160140000,Jaipur,Perfume,West,Rajasthan,5,Maybelline,Accessories,P100415,95338.78,25053.67,383,3763.94,17.33
